Date,CALAVO GROWERS INC##,Fresh Del Monte Produce Inc. Common Stock,Chipotle Mexican Grill Inc. Common Stock,Sysco Corporation Common Stock
2/7/2017,56.3500,59.3300,398.6400,52.2300
2/6/2017,56.2500,58.6400,395.5900,51.2000
2/3/2017,57.3500,58.7700,404.0800,52.5400
2/2/2017,54.7500,57.8700,423.3000,52.3800
2/1/2017,54.8500,57.2300,420.2300,52.0500
1/31/2017,55.3000,57.2500,421.4400,52.4600
1/30/2017,55.4000,56.4000,417.9500,52.7400
1/27/2017,55.6500,57.1700,416.6000,52.7000
1/26/2017,56.6500,57.6200,418.7300,53.0300
1/25/2017,58.0500,59.0400,419.5400,53.0500
1/24/2017,56.9000,58.2700,417.8800,53.5200
1/23/2017,57.0500,58.1800,407.7200,53.5200
1/20/2017,57.6500,60.4400,405.2000,53.8100
1/19/2017,57.1000,59.9000,408.8700,53.6200
1/18/2017,58.2500,60.3000,409.7400,55.2500
1/17/2017,58.5000,60.8500,405.8700,54.8800
1/16/2017,58.7000,61.5300,408.3100,54.9250
1/13/2017,58.9000,62.2100,410.7500,54.9700
1/12/2017,59.0500,60.5300,409.3500,54.9000
1/11/2017,59.4000,61.2200,413.9300,55.2900
1/10/2017,59.9000,60.8500,414.4800,55.3300
1/9/2017,59.8000,60.4000,395.0600,55.6800
1/6/2017,59.0500,60.1400,398.4400,55.3800
1/5/2017,61.3000,61.8800,391.8900,54.9900
1/4/2017,62.6500,61.7300,381.8600,55.1700
1/3/2017,61.4000,61.2100,374.7700,55.0000
1/2/2017,61.4000,60.9200,376.0450,55.1850
12/30/2016,61.4000,60.6300,377.3200,55.3700
12/29/2016,61.3500,60.8500,376.6100,55.9200
12/28/2016,61.3000,60.5300,385.3700,55.7300
12/27/2016,61.7500,61.1200,388.7500,56.1700
12/26/2016,62.8250,61.1850,389.2600,56.2000
12/23/2016,63.9000,61.2500,389.7700,56.2300
12/22/2016,62.9500,60.8900,391.1600,56.2500
12/21/2016,63.5000,61.1100,393.5000,56.2600
12/20/2016,65.0500,61.0600,389.4700,56.4700
12/19/2016,56.2000,60.9300,389.5000,56.6100
12/16/2016,57.8000,61.7200,392.0700,56.3600
12/15/2016,58.2000,61.5300,382.3500,55.9500
12/14/2016,57.3500,60.0700,375.7000,55.5100
12/13/2016,57.5500,61.5400,377.2200,55.6200
12/12/2016,58.6000,61.4000,382.4800,55.0200
12/9/2016,58.5500,61.0900,370.0000,55.1500
12/8/2016,57.7500,58.7600,369.0600,54.3300
12/7/2016,56.7000,58.4900,368.0600,54.5300
12/6/2016,56.3500,56.5300,366.3700,53.9500
12/5/2016,56.1500,56.5100,396.2700,53.4800
12/2/2016,53.8500,56.5000,400.0300,53.5900
12/1/2016,53.6500,57.9900,402.3800,53.1000
11/30/2016,53.9500,62.0100,396.3300,53.2500
11/29/2016,55.2000,65.8400,395.1100,53.8900
11/28/2016,55.9000,65.7300,399.3900,53.7100
11/25/2016,56.5500,66.1200,410.2800,53.9300
11/24/2016,56.2000,66.0350,410.3450,53.7450
11/23/2016,55.8500,65.9500,410.4100,53.5600
11/22/2016,59.2000,65.9700,405.9900,54.1000
11/21/2016,61.7500,65.6300,412.3800,53.7300
11/18/2016,64.9500,66.0300,411.8000,53.1400
11/17/2016,65.6500,64.5300,402.9000,53.3600
11/16/2016,66.3500,63.5500,402.9000,53.1300
11/15/2016,64.9500,63.4500,400.0000,53.5000
11/14/2016,64.6000,62.9700,414.1800,53.4900
11/11/2016,64.3500,62.8200,397.0800,53.1300
11/10/2016,61.3000,61.2300,391.8300,53.2200
11/9/2016,61.4000,61.5300,369.5200,54.1600
11/8/2016,61.7000,62.6100,378.5400,54.1900
11/7/2016,61.3500,62.8300,382.4900,52.7600
11/4/2016,59.1500,60.7900,370.4300,48.0400
11/3/2016,58.5000,62.3500,374.7100,47.8500
11/2/2016,59.1000,64.5800,369.6300,47.7700
11/1/2016,59.0500,65.3600,359.9200,48.0800
10/31/2016,59.1500,60.3500,360.7600,48.1200
10/28/2016,59.2500,60.1700,370.0800,47.9900
10/27/2016,59.9000,59.4600,368.5900,47.4500
10/26/2016,61.0500,60.1200,368.0200,47.2600
10/25/2016,61.3000,61.1300,405.6700,47.4400
10/24/2016,62.6500,61.2700,413.3500,47.7400
10/21/2016,62.0000,61.0500,411.9400,47.4900
10/20/2016,61.7500,61.0100,405.1000,47.5900
10/19/2016,62.9500,61.6900,405.2500,47.9300
10/18/2016,63.6500,62.2000,393.9600,48.2700
10/17/2016,64.4500,61.6700,394.3500,48.2600
10/14/2016,63.4500,60.9900,404.1400,48.3200
10/13/2016,63.5500,61.5100,409.8100,48.8600
10/12/2016,64.1000,60.1300,418.5200,48.6100
10/11/2016,63.6500,59.6400,423.0200,48.0100
10/10/2016,64.4500,60.2900,437.8800,48.2100
10/7/2016,64.2700,59.3100,429.9100,48.0700
10/6/2016,64.8800,60.0600,424.4900,48.2800
10/5/2016,65.0800,59.3900,427.8400,47.7700
10/4/2016,64.8900,59.4900,427.2700,48.1100
10/3/2016,65.6100,60.0000,430.8700,48.9200
9/30/2016,65.4300,59.9000,423.5000,49.0100
9/29/2016,65.7800,59.3200,420.7300,49.0300
9/28/2016,66.3200,59.8700,418.3100,49.4400
9/27/2016,67.0100,59.8200,418.9500,49.2400
9/26/2016,66.9100,59.6300,419.8800,48.8800
9/23/2016,67.2300,59.4000,413.8100,49.5500
9/22/2016,67.7900,59.6000,410.1600,50.0200
9/21/2016,67.6700,58.9000,399.7500,49.6900
9/20/2016,68.0700,58.2300,400.4200,49.1100
9/19/2016,69.1700,58.6600,402.7600,49.2500
9/16/2016,69.7800,58.8300,409.3200,49.3800
9/15/2016,69.1300,58.2500,413.9600,49.5800
9/14/2016,69.2300,58.1700,414.9000,49.6200
9/13/2016,67.2000,57.9000,421.3600,49.5300
9/12/2016,68.0400,58.3300,428.9000,50.3600
9/9/2016,67.6100,57.5100,426.5500,49.8000
9/8/2016,69.6800,58.9500,436.3100,52.6100
9/7/2016,68.7300,59.0200,438.4500,53.0900
9/6/2016,59.4900,58.9200,414.0700,53.4600
9/5/2016,59.4550,58.9300,411.2400,53.3500
9/2/2016,59.4200,58.9400,408.4100,53.2400
9/1/2016,58.7800,58.3700,414.6800,52.0600
8/31/2016,58.9500,58.1700,413.7300,51.8600
8/30/2016,59.0700,58.1300,415.1500,51.9300
8/29/2016,60.9200,58.3400,423.0200,52.4200
8/26/2016,60.7900,58.5000,418.7500,52.1200
8/25/2016,60.0600,58.8700,413.3400,52.4600
8/24/2016,60.4800,58.7900,403.7500,52.4200
8/23/2016,61.2400,58.8000,397.0000,52.7700
8/22/2016,61.2800,59.3200,396.0400,52.9200
8/19/2016,60.2200,59.1200,388.5000,52.4800
8/18/2016,60.0900,59.4900,394.9100,52.4600
8/17/2016,59.6400,59.5000,399.1800,52.2400
8/16/2016,60.8000,59.4700,400.8600,52.0900
8/15/2016,61.3800,60.1300,397.4800,52.1800
8/12/2016,61.8000,60.2300,397.3300,52.2100
8/11/2016,61.4200,59.7200,398.2200,51.7600
8/10/2016,61.7400,60.0400,395.0700,51.8200
8/9/2016,62.6100,60.4700,395.1000,51.8200
8/8/2016,65.2000,59.8000,401.4000,51.2100
8/5/2016,65.5500,60.3700,401.1300,51.2500
8/4/2016,65.4000,60.1000,397.2000,51.5000
8/3/2016,65.9900,59.8300,402.5600,51.3300
8/2/2016,65.3500,57.6200,402.6400,51.9400
8/1/2016,65.5100,56.3600,414.0800,51.9200
7/29/2016,65.7800,56.8500,423.9900,51.7900
7/28/2016,65.8600,56.8000,430.5500,51.8300
7/27/2016,65.7900,56.5300,426.0600,51.5800
7/26/2016,66.2900,57.2100,430.8500,51.9600
7/25/2016,66.6400,57.5800,441.5200,52.1300
7/22/2016,66.0300,57.2300,442.4800,52.0900
7/21/2016,65.8200,57.0100,418.0700,51.7400
7/20/2016,66.3300,56.4900,419.6800,51.8100
7/19/2016,66.6000,56.2200,415.3100,52.1500
7/18/2016,66.0200,56.2400,408.9000,51.9600
7/15/2016,66.1200,55.6700,404.8600,52.0200
7/14/2016,66.1500,55.3700,417.9800,51.9700
7/13/2016,67.0000,55.3200,416.6300,52.0300
7/12/2016,66.5500,54.6300,408.3400,51.0800
7/11/2016,67.1700,54.4800,403.1800,51.6400
7/8/2016,66.9400,54.8900,399.7100,51.5900
7/7/2016,66.0300,53.9800,390.7800,51.1900
7/6/2016,66.3000,54.2200,401.0500,51.2700
7/5/2016,66.7100,54.0700,396.3800,51.2000
7/4/2016,66.5750,54.0450,395.1450,50.9650
7/1/2016,66.4400,54.0200,393.9100,50.7300
6/30/2016,67.0000,54.4300,402.7600,50.7400
6/29/2016,65.9000,52.9900,409.4900,50.2200
6/28/2016,65.4900,52.7900,391.6700,49.5100
6/27/2016,65.6100,52.5400,388.7800,49.7100
6/24/2016,65.0700,53.2400,400.7300,49.9200
6/23/2016,66.2200,55.0400,408.8900,50.2900
6/22/2016,66.3700,55.0100,392.9900,49.9700
6/21/2016,67.4200,55.0100,391.9600,50.0700
6/20/2016,66.3700,54.5700,396.9400,49.9500
6/17/2016,64.7000,54.6200,397.2700,49.8000
6/16/2016,65.8100,54.5000,393.5500,49.7600
6/15/2016,64.2100,53.9900,390.3100,48.6600
6/14/2016,65.6400,54.2300,395.2700,48.4700
6/13/2016,64.6700,53.8800,394.0000,48.4300
6/10/2016,64.9900,54.5500,405.2600,48.7800
6/9/2016,67.4300,54.6800,415.7900,49.0000
6/8/2016,65.5200,54.1000,429.2000,48.6800
6/7/2016,64.4800,53.7400,433.3900,48.6800
6/6/2016,63.0400,53.3400,445.2700,48.7800
6/3/2016,56.2200,53.6500,433.9400,48.9000
6/2/2016,56.9900,53.5200,443.4900,48.7600
6/1/2016,56.4200,52.7800,432.5900,48.8100
5/31/2016,56.6100,52.3700,441.9600,48.1100
5/30/2016,56.8150,52.6000,443.6850,48.3850
5/27/2016,57.0200,52.8300,445.4100,48.6600
5/26/2016,57.0900,52.5200,452.0300,48.8400
5/25/2016,56.5200,52.1800,458.0400,48.5900
5/24/2016,57.5300,52.9200,457.3300,48.7100
5/23/2016,56.3800,52.0100,456.4400,48.3900
5/20/2016,56.1500,51.7500,449.9200,48.5500
5/19/2016,55.6800,51.3800,450.6400,49.0700
5/18/2016,55.1000,51.0000,448.6100,48.7000
5/17/2016,55.3900,50.2600,446.0800,49.3000
5/16/2016,57.6400,51.0200,444.5600,50.2100
5/13/2016,56.9600,50.4600,458.3500,50.1500
5/12/2016,57.3800,50.5100,457.0100,50.1800
5/11/2016,57.3500,50.5200,454.0000,50.2200
5/10/2016,58.2700,49.8100,455.5900,50.1700
5/9/2016,57.4100,48.9600,453.1700,49.7200
5/6/2016,56.4100,48.2000,433.8100,49.3700
5/5/2016,56.5300,47.6100,435.0000,48.8700
5/4/2016,56.6200,47.6400,433.3000,48.5200
5/3/2016,56.9900,45.8400,437.9500,48.5100
5/2/2016,57.2200,43.9200,433.5000,48.6100
4/29/2016,57.1700,43.2600,420.9700,46.0700
4/28/2016,57.2800,43.7800,423.4000,46.2600
4/27/2016,56.9400,43.2900,417.2200,46.4100
4/26/2016,56.9900,42.4600,445.9200,46.3000
4/25/2016,56.1100,42.2100,443.1000,46.3000
4/22/2016,55.9800,42.3600,442.7300,45.7700
4/21/2016,55.1100,42.0700,448.1400,45.5800
4/20/2016,56.0400,42.0700,458.0000,46.7500
4/19/2016,55.8000,42.8000,455.1800,46.9800
4/18/2016,56.6500,42.1400,460.1200,46.8800
4/15/2016,55.7700,42.1200,469.2900,46.8200
4/14/2016,55.7100,42.6900,456.0100,46.6100
4/13/2016,56.1700,42.5000,444.6600,47.1000
4/12/2016,56.5700,42.1600,444.6200,46.9500
4/11/2016,56.5600,42.0500,444.2100,46.7100
4/8/2016,57.0200,42.3100,451.2500,46.9400
4/7/2016,56.2000,42.2400,450.6000,46.7600
4/6/2016,57.3600,42.2100,455.2500,46.9800
4/5/2016,57.0600,42.0300,463.4200,46.7000
4/4/2016,57.0000,42.1900,465.0000,46.9900
4/1/2016,57.5400,42.9600,464.8100,47.0800
3/31/2016,57.0600,42.0700,470.9700,46.7300
3/30/2016,57.1200,42.4700,466.1500,46.6300
3/29/2016,56.3200,42.6100,460.0000,46.4600
3/28/2016,56.0000,42.0900,475.3100,46.2400
3/25/2016,54.8950,42.0100,473.3400,46.2400
3/24/2016,53.7900,41.9300,471.3700,46.2400
3/23/2016,54.3800,41.8300,474.4600,46.3500
3/22/2016,55.5600,41.9300,471.7600,46.3400
3/21/2016,55.6800,42.1500,462.4800,46.3500
3/18/2016,55.6400,41.8700,455.3700,46.6300
3/17/2016,55.8200,42.4500,471.5900,46.1100
3/16/2016,54.9100,42.1200,500.3500,46.0400
3/15/2016,53.9600,42.0200,503.0000,45.8700
3/14/2016,53.8700,42.1900,515.7300,45.8000
3/11/2016,54.9500,42.4200,507.8500,45.8400
3/10/2016,54.4300,41.9400,503.6800,45.1000
3/9/2016,54.6600,41.9900,506.6300,45.0400
3/8/2016,54.6000,42.0100,524.6900,44.8700
3/7/2016,49.3500,42.1400,533.6900,45.0900
3/4/2016,47.8400,41.9300,529.0000,45.0200
3/3/2016,48.4900,42.0000,524.2900,45.0000
3/2/2016,48.8400,41.7900,525.6900,45.0300
3/1/2016,53.5250,41.0300,509.9700,44.5700
2/29/2016,53.5600,40.1100,509.1600,44.1300
2/26/2016,53.9600,40.0000,506.0100,43.2600
2/25/2016,53.7500,39.6800,505.3300,43.5600
2/24/2016,55.5050,38.9900,514.8600,43.1000
2/23/2016,52.0600,38.5100,525.0600,42.9000
2/22/2016,50.9400,40.4900,525.9000,42.7900
2/19/2016,53.0400,40.7400,511.5800,44.9900
2/18/2016,51.4900,40.3400,515.9300,44.5200
2/17/2016,50.7800,40.7300,514.0100,44.3800
2/16/2016,49.6100,40.1500,492.9400,43.7600
2/15/2016,49.6600,40.1300,486.7550,43.4850
2/12/2016,49.7100,40.1100,480.5700,43.2100
2/11/2016,48.2200,39.8000,461.3900,42.6100
2/10/2016,47.6400,40.7000,448.8100,42.7100
2/9/2016,49.4300,40.0400,440.9300,42.6100
2/8/2016,48.7800,40.4800,445.0000,43.1200
2/5/2016,47.8100,40.0000,460.1400,43.0700
2/4/2016,49.2500,39.5600,470.9000,43.4400
2/3/2016,50.5700,39.6000,461.7400,43.2300
2/2/2016,50.8000,40.0200,475.6700,42.7900
2/1/2016,53.2400,40.9800,472.6400,43.1500
1/29/2016,51.7500,40.8100,452.9700,39.8100
1/28/2016,49.8800,39.4800,453.0800,39.5000
1/27/2016,49.7900,39.5000,442.6400,39.3100
1/26/2016,51.1800,39.5800,448.1500,39.2500
1/25/2016,50.4300,39.3600,442.1700,39.1000
1/22/2016,51.9800,39.3600,450.7600,39.5900
1/21/2016,51.5100,39.3900,461.2000,39.4000
1/20/2016,52.3100,39.1800,465.5000,39.6600
1/19/2016,52.2300,39.6300,469.4700,39.9600
1/18/2016,51.4450,39.4950,472.7050,39.9100
1/15/2016,50.6600,39.3600,475.9400,39.8600
1/14/2016,50.6800,39.4900,454.3000,40.1300
1/13/2016,49.7600,39.1800,428.2800,40.0400
1/12/2016,50.2300,39.8500,404.2600,40.7000
1/11/2016,49.4300,39.5000,411.1000,40.1200
1/8/2016,48.6800,39.0900,413.2900,39.8000
1/7/2016,48.1200,38.9900,416.0000,39.7900
1/6/2016,49.7100,38.9600,426.6700,40.1900
1/5/2016,49.1300,39.1300,449.0300,40.6400
1/4/2016,48.4600,38.1300,448.8100,40.6100
1/1/2016,48.7300,38.5050,464.3300,40.8050
12/31/2015,49.0000,38.8800,479.8500,41.0000
12/30/2015,49.5200,39.4100,485.7900,41.4600
12/29/2015,49.5100,39.9500,489.9400,41.5300
12/28/2015,50.6500,39.8000,493.5200,41.5100
12/25/2015,50.4150,40.0150,494.3100,41.4050
12/24/2015,50.1800,40.2300,495.1000,41.3000
12/23/2015,50.5600,40.2200,497.4800,41.5500
12/22/2015,48.8500,39.9600,494.6100,41.2700
12/21/2015,49.0600,39.7600,522.0100,40.8600
12/18/2015,49.9300,40.4500,541.0800,40.5500
12/17/2015,52.6300,40.1200,554.8900,41.2500
12/16/2015,53.1000,40.7600,567.8300,41.5400
12/15/2015,50.8900,42.2800,554.8600,41.1400
12/14/2015,50.2800,41.8300,558.1600,41.2100
12/11/2015,52.1900,41.5400,565.0000,40.9100
12/10/2015,53.0600,42.1400,575.4300,41.1100
12/9/2015,54.9700,42.2400,548.0100,41.1300
12/8/2015,54.7300,42.9500,542.2400,41.1700
12/7/2015,54.3700,43.0000,551.7500,41.0700
12/4/2015,54.7500,43.4900,561.2000,41.1000
12/3/2015,53.3100,42.8200,565.3100,40.5100
12/2/2015,54.1400,43.3700,574.6600,41.0100
12/1/2015,55.6000,43.5200,580.7400,41.0400
11/30/2015,56.5800,43.7100,579.5500,41.1000
11/27/2015,56.1100,44.7600,576.6200,41.5500
11/26/2015,55.9550,44.7050,578.7250,41.5250
11/25/2015,55.8000,44.6500,580.8300,41.5000
11/24/2015,54.9700,44.2400,577.7900,41.3200
11/23/2015,54.0800,44.5100,559.2900,41.4000
11/20/2015,53.4200,44.8000,536.1900,40.9200
11/19/2015,52.5100,44.4300,611.5100,41.4000
11/18/2015,52.1000,44.3800,594.0000,41.1500
11/17/2015,51.2200,43.0800,583.5800,40.4800
11/16/2015,50.9200,43.1500,588.7400,40.5900
11/13/2015,50.9700,43.3700,592.8900,39.9700
11/12/2015,51.4400,43.8700,614.6800,40.2200
11/11/2015,52.4400,44.5000,621.8400,40.3600
11/10/2015,52.5400,44.2300,628.8800,40.5300
11/9/2015,52.6100,44.2900,609.2900,40.4700
11/6/2015,52.3500,45.0300,612.4000,40.9300
11/5/2015,52.2100,44.7000,617.2300,41.0600
11/4/2015,52.6900,44.9800,614.9800,40.7900
11/3/2015,51.8400,45.1600,623.1600,40.9600
11/2/2015,51.7300,45.4500,624.0000,41.0400
10/30/2015,51.4100,45.6300,640.2300,41.2500
10/29/2015,50.7800,44.9700,648.2000,41.7900
10/28/2015,51.0700,44.8800,654.8900,41.5700
10/27/2015,49.6400,44.9600,656.5500,41.6300
10/26/2015,49.9000,42.1200,659.6900,41.4900
10/23/2015,48.7400,42.0600,649.7200,41.7600
10/22/2015,50.4100,41.9800,650.6200,41.7100
10/21/2015,50.4700,41.2000,665.6700,41.5400
10/20/2015,49.5350,41.4100,705.6300,41.0900
10/19/2015,48.8800,41.2500,718.6400,41.4200
10/16/2015,47.7200,41.0200,722.7000,41.4300
10/15/2015,46.4600,41.1400,723.8100,40.7900
10/14/2015,45.3100,40.7700,718.5600,40.4500
10/13/2015,45.8000,41.0100,750.4200,41.2400
10/12/2015,47.3400,41.3100,747.8200,41.2400
10/9/2015,47.4400,41.5800,732.9300,40.9300
10/8/2015,46.0700,40.8800,734.7700,40.9500
10/7/2015,45.4000,40.1000,720.1600,40.5600
10/6/2015,45.1500,39.4700,713.2500,40.0800
10/5/2015,45.8000,40.2500,728.0800,40.2100
10/2/2015,44.3700,39.4200,724.4500,39.4000
10/1/2015,44.0900,39.3700,724.4300,38.6100
9/30/2015,44.6400,39.5100,720.2500,38.9700
9/29/2015,44.8800,39.4200,708.5400,38.9300
9/28/2015,45.1200,39.6100,708.0300,38.7200
9/25/2015,46.5000,40.3600,730.2800,39.7300
9/24/2015,46.8000,40.7600,731.1700,39.7100
9/23/2015,47.3500,40.2400,731.5700,39.4500
9/22/2015,46.7200,40.0200,726.9700,39.3500
9/21/2015,46.8900,40.4900,731.1900,39.8500
9/18/2015,46.8700,39.9300,729.4800,39.4800
9/17/2015,46.8600,40.6800,730.2000,39.5100
9/16/2015,46.5700,40.3700,730.0100,39.5300
9/15/2015,45.2500,40.1700,732.0800,39.4600
9/14/2015,47.1600,39.5000,726.8000,39.8800
9/11/2015,48.0700,39.7400,729.0600,39.9500
9/10/2015,49.3500,39.6200,723.1900,39.3700
9/9/2015,48.7300,39.2100,718.8300,39.6000
9/8/2015,49.6700,39.7600,732.1400,40.0700
9/7/2015,49.4550,39.6050,725.6850,39.8200
9/4/2015,49.2400,39.4500,719.2300,39.5700
9/3/2015,48.3300,39.4400,724.9900,39.9100
9/2/2015,57.7200,39.6700,723.8700,39.7700
9/1/2015,56.4200,38.7300,706.7100,39.0800
8/31/2015,58.2500,39.5900,710.0100,39.8700
8/28/2015,59.2300,39.6700,721.2000,39.9100
8/27/2015,60.5000,39.2600,727.1700,40.3000
8/26/2015,59.6200,38.5700,707.6400,39.9500
8/25/2015,55.5700,36.8700,695.3900,39.0400
8/24/2015,54.9200,37.6800,704.2500,39.2600
8/21/2015,54.4900,38.8100,720.0100,39.7000
8/20/2015,54.5900,39.5000,735.1500,40.5500
8/19/2015,54.5500,39.4000,745.2800,40.9600
8/18/2015,54.3000,39.4300,745.9200,41.1500
8/17/2015,53.8400,39.0700,754.0300,41.1500
8/14/2015,53.0000,38.4100,748.3400,41.3800
8/13/2015,53.1300,37.7100,743.6000,38.5200
8/12/2015,52.7200,37.4700,745.9800,38.6300
8/11/2015,53.5300,37.8400,745.6600,37.9700
8/10/2015,54.4500,38.0000,744.2400,37.5900
8/7/2015,54.6000,37.9900,749.1200,36.9300
8/6/2015,54.8400,38.4100,749.6000,36.2500
8/5/2015,56.1700,39.0100,757.7700,36.7600
8/4/2015,55.4300,38.9800,748.0900,36.4500
8/3/2015,54.2400,38.5000,743.0400,36.2700
7/31/2015,54.5100,39.5200,742.2300,36.3100
7/30/2015,55.2000,40.5100,744.1600,36.0600
7/29/2015,54.7100,40.0300,738.4200,36.2500
7/28/2015,55.4200,40.0800,730.7800,36.0200
7/27/2015,53.1400,36.8600,731.4400,35.7800
7/24/2015,52.9600,37.1300,728.7900,36.0000
7/23/2015,52.2100,37.5200,725.9400,36.1400
7/22/2015,56.4300,37.6000,725.8200,36.2200
7/21/2015,53.8800,37.5800,673.0700,36.3000
7/20/2015,54.2100,37.8000,678.0000,36.2700
7/17/2015,52.7300,38.4600,661.9500,36.3500
7/16/2015,53.3500,38.7500,658.4600,36.1400
7/15/2015,53.2600,38.7100,661.1900,36.0300
7/14/2015,52.2900,38.8600,655.4600,36.1700
7/13/2015,51.9300,38.8200,658.0000,36.1200
7/10/2015,52.0500,38.4700,639.4200,36.0500
7/9/2015,51.1900,37.7500,627.1600,36.0000
7/8/2015,50.4600,37.8000,612.8500,36.0500
7/7/2015,52.1300,38.3900,620.5600,36.0300
7/6/2015,51.9600,38.4700,607.1700,35.6800
7/3/2015,51.9850,38.5100,608.3650,35.8000
7/2/2015,52.0100,38.5500,609.5600,35.9200
7/1/2015,52.2200,39.0100,606.5700,35.9900
6/30/2015,51.9300,38.6600,604.9900,36.1000
6/29/2015,51.8500,38.7100,600.0500,37.5400
6/26/2015,53.1600,39.4900,609.4600,38.3700
6/25/2015,54.0100,39.8600,607.3800,38.3000
6/24/2015,53.9300,39.7800,610.5300,38.7500
6/23/2015,53.8800,40.1000,615.4000,37.5900
6/22/2015,54.0400,39.6700,619.2500,37.6000
6/19/2015,54.0100,38.9300,615.3100,37.3800
6/18/2015,54.1500,38.5600,606.2000,37.4000
6/17/2015,54.0900,38.0100,606.8400,37.3100
6/16/2015,54.8300,37.9300,600.6200,37.2500
6/15/2015,54.3800,37.5500,604.1700,37.0100
6/12/2015,54.4100,38.0100,609.7600,36.9200
6/11/2015,54.9200,38.2100,605.8600,37.1300
6/10/2015,54.8700,38.3100,608.6700,37.2300
6/9/2015,55.1400,37.5400,605.7900,37.1000
6/8/2015,55.3500,37.3700,608.1200,37.0600
6/5/2015,55.9200,37.7000,613.8000,37.0900
6/4/2015,56.6700,37.5300,611.5700,37.5200
6/3/2015,56.5400,38.0800,610.8900,37.5700
6/2/2015,54.1100,37.5800,610.5700,37.3000
6/1/2015,49.9500,37.8300,614.9000,37.2300
5/29/2015,50.4500,37.6400,615.5200,37.1600
5/28/2015,50.7500,37.9500,629.4200,37.2500
5/27/2015,50.6800,38.2200,612.5000,37.5500
5/26/2015,50.0600,37.3500,622.1600,37.4800
5/25/2015,50.6850,37.6450,624.3000,37.5750
5/22/2015,51.3100,37.9400,626.4400,37.6700
5/21/2015,52.3500,38.2900,633.3600,38.1000
5/20/2015,53.9000,38.2600,628.2400,38.0700
5/19/2015,53.1800,38.6800,636.7500,38.3000
5/18/2015,53.8900,38.7200,636.1000,37.4900
5/15/2015,52.5000,38.1500,632.3700,37.2700
5/14/2015,53.1500,38.4400,634.5300,37.4300
5/13/2015,50.7500,37.7200,635.3200,36.8500
5/12/2015,50.6700,37.9800,635.5500,36.6100
5/11/2015,50.5100,37.5800,635.6700,36.4900
5/8/2015,50.1700,37.3700,633.8200,36.6100
5/7/2015,51.3900,36.7900,628.8200,36.3700
5/6/2015,52.1600,36.7300,627.2300,35.9700
5/5/2015,50.3900,36.4300,625.6700,36.1200
5/4/2015,50.6000,36.8700,633.5700,36.6700
5/1/2015,50.2700,36.9200,634.0000,37.1600
4/30/2015,50.6500,36.9300,621.3400,37.0300
4/29/2015,51.4400,37.5700,630.0700,37.4300
4/28/2015,52.1500,38.1400,639.5800,37.7200
4/27/2015,51.0500,40.6800,643.7500,37.7700
4/24/2015,51.0000,40.8500,637.5000,37.9300
4/23/2015,50.5800,40.6100,635.6000,37.9500
4/22/2015,49.7500,40.2000,641.2300,37.6300
4/21/2015,51.0100,40.6200,692.5200,37.6000
4/20/2015,49.2300,41.0400,686.9300,37.3000
4/17/2015,48.5200,40.0700,683.9500,37.3300
4/16/2015,47.5700,40.6100,681.5500,37.3200
4/15/2015,48.0500,40.3700,677.6000,37.6600
4/14/2015,50.0800,40.5700,677.8500,37.8000
4/13/2015,49.9100,40.4700,683.7300,37.6100
4/10/2015,50.5800,40.7700,683.0200,38.1700
4/9/2015,50.1400,40.2500,651.7200,38.1700
4/8/2015,50.8200,40.1800,654.5500,38.1500
4/7/2015,51.1600,39.3300,658.4600,37.9700
4/6/2015,51.9000,39.6400,660.0200,37.8300
4/3/2015,51.9300,39.5700,656.2050,37.7350
4/2/2015,51.9600,39.5000,652.3900,37.6400
4/1/2015,51.2500,39.7400,652.5300,37.5300
3/31/2015,51.4200,38.9100,650.5400,37.7300
3/30/2015,52.3200,39.3900,655.3600,38.2600
3/27/2015,51.7000,38.7700,662.7200,38.1600
3/26/2015,50.9300,38.4100,658.8200,37.8800
3/25/2015,50.9800,38.4800,665.9700,38.0000
3/24/2015,52.6000,38.5400,680.8100,38.2400
3/23/2015,52.7800,38.5200,687.3400,38.6600
3/20/2015,52.8500,38.5200,686.6500,38.6200
3/19/2015,52.2400,37.0900,680.6700,38.2000
3/18/2015,51.7300,37.1100,673.2800,38.5500
3/17/2015,50.2700,36.9300,672.0000,38.5400
3/16/2015,49.5000,36.3300,678.8800,38.7100
3/13/2015,49.0400,36.2700,674.5100,38.5700
3/12/2015,49.4300,35.5500,670.3900,38.8000
3/11/2015,47.7400,34.2900,660.7700,38.4000
3/10/2015,47.0500,34.5100,654.7400,38.4500
3/9/2015,46.7200,35.1500,660.3400,38.9400
3/6/2015,45.0500,35.0600,658.6800,38.6500
3/5/2015,42.3100,35.3400,670.4900,39.1200
3/4/2015,42.4600,35.1900,664.1600,38.8100
3/3/2015,42.4400,35.5000,668.4300,38.9000
3/2/2015,42.2500,35.1800,670.8600,38.9700
2/27/2015,41.9500,35.2100,664.9700,38.9900
2/26/2015,41.9900,35.4900,670.2900,39.1400
2/25/2015,43.1200,35.4100,675.5200,39.4700
2/24/2015,42.7600,35.3200,667.9100,39.5400
2/23/2015,42.8400,35.0000,671.1700,39.6000
2/20/2015,42.7800,34.5700,674.0000,39.6600
2/19/2015,43.2900,34.0800,673.2800,38.5600
2/18/2015,42.6300,33.4400,674.5700,39.9100
