Date,CALAVO GROWERS INC##,Fresh Del Monte Produce Inc. Common Stock,Chipotle Mexican Grill Inc. Common Stock,Sysco Corporation Common Stock
2/17/2015,41.9100,33.0000,670.9300,39.5700
2/16/2015,41.7750,33.5500,672.9100,39.5550
2/13/2015,41.6400,34.1000,674.8900,39.5400
2/12/2015,41.4500,34.1100,670.2900,39.6600
2/11/2015,41.5000,33.9300,669.6400,38.9200
2/10/2015,41.3000,34.0500,665.0300,39.8000
2/9/2015,41.0000,34.2100,648.0100,40.1000
2/6/2015,40.2000,34.0900,659.9200,40.2500
2/5/2015,39.4600,33.9400,670.9100,39.8700
2/4/2015,39.9800,33.9700,676.0000,39.8600
2/3/2015,41.1500,34.3000,726.6300,39.5400
2/2/2015,40.0650,34.3700,712.5500,38.4300
1/30/2015,40.1100,33.6300,709.8400,39.1700
1/29/2015,39.5000,34.3200,714.5300,39.9000
1/28/2015,38.8300,33.9100,711.9900,40.1000
1/27/2015,39.2600,33.9700,721.3300,40.7000
1/26/2015,40.2800,34.4100,723.4300,40.9300
1/23/2015,41.3000,34.4800,713.6900,40.9800
1/22/2015,41.3000,34.7700,713.4400,40.6900
1/21/2015,39.4400,34.0700,703.8900,40.2900
1/20/2015,40.3900,33.8500,705.7800,39.5600
1/19/2015,40.2800,33.8350,708.4450,39.7900
1/16/2015,40.1700,33.8200,711.1100,40.0200
1/15/2015,43.0700,33.0900,700.7800,40.2600
1/14/2015,47.7900,32.6400,709.7400,40.2700
1/13/2015,47.9400,33.1900,714.0600,40.7500
1/12/2015,46.4000,33.1400,711.7000,40.8700
1/9/2015,46.7800,33.4900,714.2700,41.2500
1/8/2015,47.9100,33.9900,719.9900,41.1300
1/7/2015,46.1500,32.9500,694.2600,40.4000
1/6/2015,45.8900,32.5300,664.3800,39.2500
1/5/2015,46.5400,32.6500,667.6900,39.4600
1/2/2015,46.4000,33.6000,678.4000,39.8500
1/1/2015,46.8500,33.5750,681.4550,39.7700
12/31/2014,47.3000,33.5500,684.5100,39.6900
12/30/2014,47.7000,33.8600,684.9100,40.2600
12/29/2014,47.4500,33.6600,692.6900,40.6800
12/26/2014,47.4900,33.6300,678.0600,40.5900
12/25/2014,47.6300,33.0300,675.4250,40.5900
12/24/2014,47.7700,32.4300,672.7900,40.5900
12/23/2014,47.6000,32.1000,669.2100,40.7000
12/22/2014,46.9000,32.0900,667.6600,40.9100
12/19/2014,46.0700,31.9000,651.4200,40.4700
12/18/2014,46.1500,31.7500,655.6000,40.7400
12/17/2014,45.9900,31.4500,649.1500,40.1200
12/16/2014,45.1900,31.4000,633.5200,39.7300
12/15/2014,45.5700,32.1200,648.8300,39.6000
12/12/2014,45.3700,32.4500,657.6700,39.3300
12/11/2014,45.8600,33.6100,654.3900,40.1300
12/10/2014,45.2500,32.9100,650.0400,39.4100
12/9/2014,46.0000,33.9500,657.0900,39.9700
12/8/2014,45.2600,34.1900,657.0300,40.0100
12/5/2014,45.3600,34.4900,660.5700,39.9300
12/4/2014,45.4700,34.3200,663.9700,39.8400
12/3/2014,45.8900,34.2300,651.2700,39.9600
12/2/2014,45.6800,34.2800,660.0400,39.9800
12/1/2014,44.3000,33.7900,660.8800,40.2400
11/28/2014,42.9400,33.7600,663.6200,40.2600
11/27/2014,43.4500,33.7750,661.9150,40.0950
11/26/2014,43.9600,33.7900,660.2100,39.9300
11/25/2014,43.8600,33.7300,654.9000,39.4600
11/24/2014,44.4500,33.6900,659.5400,39.5500
11/21/2014,43.5700,33.6000,657.8800,39.7000
11/20/2014,44.1000,33.6600,662.8300,39.1100
11/19/2014,42.0200,33.4800,658.5600,39.1500
11/18/2014,45.3100,33.4500,658.0900,39.1400
11/17/2014,44.8400,33.5100,658.3200,38.8900
11/14/2014,45.8700,33.5600,669.8000,38.5800
11/13/2014,47.4500,33.4400,670.7500,38.7400
11/12/2014,48.1800,33.5900,664.2500,38.9400
11/11/2014,46.8500,33.3900,656.6500,38.5200
11/10/2014,48.5500,33.7900,648.8600,38.6500
11/7/2014,48.4000,33.7400,649.0300,38.1400
11/6/2014,48.6200,33.6000,647.1200,37.9900
11/5/2014,48.6300,33.2900,642.5900,37.8200
11/4/2014,48.7300,33.1300,647.6800,37.3600
11/3/2014,48.5100,32.9800,638.5300,37.4900
10/31/2014,48.5400,32.1100,638.0000,38.5400
10/30/2014,48.6300,31.8100,639.6800,38.5700
10/29/2014,48.3200,31.2900,639.8600,38.2100
10/28/2014,46.8700,31.0800,645.8500,38.2000
10/27/2014,45.4500,29.6800,630.1100,38.2400
10/24/2014,45.5700,30.5800,615.7800,38.0400
10/23/2014,46.0000,30.5200,610.0000,37.9300
10/22/2014,46.5000,30.2000,608.9900,37.6500
10/21/2014,46.5000,30.7700,607.5500,37.6200
10/20/2014,46.0900,30.6100,653.0300,36.9900
10/17/2014,44.4300,30.4600,641.7200,36.5000
10/16/2014,44.4300,30.3500,645.9800,36.2200
10/15/2014,44.0100,30.7500,647.3800,36.6000
10/14/2014,45.0300,30.8700,651.1700,36.6800
10/13/2014,45.0300,31.6000,639.5300,36.4400
10/10/2014,44.5200,31.5000,655.5800,37.0400
10/9/2014,44.9900,31.8000,660.6100,37.1500
10/8/2014,44.9900,32.2000,672.1000,37.6700
10/7/2014,44.4500,32.0400,662.8200,37.0600
10/6/2014,44.7300,32.4600,671.1300,37.5800
10/3/2014,44.3600,32.6600,674.5000,37.7000
10/2/2014,43.7300,32.2900,662.5700,37.1800
10/1/2014,43.7300,31.7700,662.2300,36.9900
9/30/2014,45.1400,31.9000,666.5900,37.9500
9/29/2014,45.4700,32.0400,662.9400,37.9400
9/26/2014,45.4400,32.4700,660.7700,37.5300
9/25/2014,44.0100,32.0400,653.3900,37.4600
9/24/2014,43.3600,32.2800,664.7100,38.0000
9/23/2014,42.6600,32.1700,654.5800,36.7500
9/22/2014,43.5800,32.4400,656.1000,37.5600
9/19/2014,43.8200,32.6400,664.0900,37.9700
9/18/2014,43.5200,33.4700,664.3200,38.0000
9/17/2014,41.9600,33.1900,653.2400,38.0000
9/16/2014,41.6000,32.9100,654.2000,38.1600
9/15/2014,42.0600,33.0800,655.8500,37.7900
9/12/2014,42.3400,33.1300,664.8100,37.8200
9/11/2014,43.0200,33.2800,672.7300,38.2700
9/10/2014,43.1000,33.2400,671.3600,38.2600
9/9/2014,39.6600,32.8900,669.9500,38.2800
9/8/2014,38.6500,33.0300,678.3700,38.7500
9/5/2014,38.6300,32.3300,677.9500,38.6300
9/4/2014,38.4700,32.2800,680.5400,38.6300
9/3/2014,38.6200,32.2500,680.1000,38.5100
9/2/2014,39.1000,32.1400,682.9000,38.2000
9/1/2014,39.0250,32.0400,680.7750,38.0150
8/29/2014,38.9500,31.9400,678.6500,37.8300
8/28/2014,38.1300,31.8000,677.8400,37.7900
8/27/2014,38.2700,31.2800,677.0300,37.7600
8/26/2014,38.2100,31.3000,683.8900,37.7700
8/25/2014,37.4700,31.3000,676.2400,37.7800
8/22/2014,37.4300,30.8000,676.9500,37.5900
8/21/2014,37.2300,30.8700,681.0700,37.6600
8/20/2014,37.3700,31.0600,678.4100,37.5700
8/19/2014,37.7400,31.3300,681.0800,37.6700
8/18/2014,37.6500,31.2900,684.8300,37.6000
8/15/2014,37.8000,31.2700,678.1800,37.4500
8/14/2014,39.1300,31.4500,679.2900,37.6500
8/13/2014,38.1700,31.2700,683.6800,37.7500
8/12/2014,38.0300,31.6100,676.2300,37.3500
8/11/2014,38.4000,31.5000,680.5400,37.4400
8/8/2014,37.6400,31.0300,669.7000,36.2700
8/7/2014,36.5200,30.7900,671.8400,36.2800
8/6/2014,35.8700,30.2900,673.0000,35.9700
8/5/2014,35.5100,30.1100,674.7100,35.5400
8/4/2014,35.7200,29.9800,682.9800,36.0000
8/1/2014,35.5800,29.9500,675.1400,35.7800
7/31/2014,34.4900,29.9400,672.5000,35.6900
7/30/2014,34.3700,29.9900,681.8300,36.2400
7/29/2014,34.6300,29.8100,674.3600,36.5900
7/28/2014,34.5100,29.4800,678.0100,36.6200
7/25/2014,34.8500,29.7000,673.5800,36.7500
7/24/2014,34.8100,30.0400,660.2000,36.9100
7/23/2014,34.1900,30.0700,661.2700,37.0100
7/22/2014,33.9300,30.2000,659.7700,36.9500
7/21/2014,33.9700,30.1400,589.9300,36.7000
7/18/2014,34.8700,30.1300,592.4200,36.7500
7/17/2014,33.9900,29.9500,581.6500,36.4400
7/16/2014,34.4000,30.0400,590.4700,37.0800
7/15/2014,34.9400,29.9800,597.4500,36.8600
7/14/2014,35.2300,30.2400,604.9200,36.8400
7/11/2014,34.5800,30.0900,598.4900,36.9700
7/10/2014,34.6900,30.1400,600.6100,36.9500
7/9/2014,34.4900,30.2600,604.1700,37.1200
7/8/2014,33.9700,30.2400,586.5900,36.7500
7/7/2014,33.8200,30.2400,593.8300,37.0600
7/4/2014,34.0700,30.3850,598.7150,37.1500
7/3/2014,34.3200,30.5300,603.6000,37.2400
7/2/2014,34.5900,30.6800,599.3200,37.1600
7/1/2014,34.1200,30.9100,603.2600,37.1500
6/30/2014,33.8300,30.6500,592.5100,37.4500
6/27/2014,33.7500,30.4700,596.1400,37.8500
6/26/2014,33.7600,30.0300,600.3200,37.6000
6/25/2014,33.9900,30.0300,599.5000,37.4500
6/24/2014,33.6800,29.9800,595.6200,37.7900
6/23/2014,33.8700,29.9600,599.5900,37.5500
6/20/2014,34.0300,30.0200,592.4300,37.2000
6/19/2014,34.0100,29.8800,594.5400,37.2400
6/18/2014,34.1900,30.1300,594.9100,37.2200
6/17/2014,34.2700,30.0000,593.5200,36.9000
6/16/2014,34.0000,29.5400,594.0100,36.8900
6/13/2014,34.0200,29.9300,588.2600,36.9300
6/12/2014,34.2700,29.8700,581.8500,37.6600
6/11/2014,33.9500,30.0400,570.3400,37.6800
6/10/2014,34.0400,30.0800,564.7600,37.8300
6/9/2014,34.0400,29.9500,568.5000,37.7100
6/6/2014,34.0000,29.8200,569.1700,37.6800
6/5/2014,34.0000,29.2400,561.0300,37.5400
6/4/2014,34.4000,28.8400,558.8400,37.2100
6/3/2014,34.1300,28.6300,550.5900,37.2600
6/2/2014,33.3900,28.7700,551.5600,37.6400
5/30/2014,31.2700,28.9700,547.0900,37.5300
5/29/2014,31.0900,28.6500,545.4200,37.1700
5/28/2014,30.7800,28.5700,538.2600,36.6700
5/27/2014,30.9200,28.9300,536.0400,36.7600
5/26/2014,30.9000,28.7850,529.1800,36.6750
5/23/2014,30.8800,28.6400,522.3200,36.5900
5/22/2014,30.5900,28.6200,520.4800,36.4800
5/21/2014,30.0100,28.3800,504.1800,36.5100
5/20/2014,29.9100,28.1900,495.6500,36.4800
5/19/2014,30.0800,28.3100,501.2900,36.6900
5/16/2014,30.0900,28.5100,500.5200,36.5600
5/15/2014,29.9400,28.1800,495.9200,36.4000
5/14/2014,30.0600,28.2100,504.3200,36.6200
5/13/2014,30.8500,28.5300,504.1600,36.8200
5/12/2014,30.9700,28.6500,510.2100,36.7800
5/9/2014,30.7400,28.2900,507.6800,36.8200
5/8/2014,30.3800,28.2500,500.3500,36.6100
5/7/2014,30.5900,28.8600,500.8300,36.7400
5/6/2014,30.3600,28.5600,501.9100,36.5700
5/5/2014,30.7200,28.9000,512.6800,37.1900
5/2/2014,30.8700,28.6700,501.7700,36.2100
5/1/2014,30.8700,28.2400,500.1500,36.2000
4/30/2014,31.0900,28.8900,498.5000,36.4300
4/29/2014,31.1600,29.0000,491.5700,36.2400
4/28/2014,31.5700,26.5500,476.2800,36.4800
4/25/2014,31.3000,26.5000,502.3100,36.0400
4/24/2014,32.1000,26.6200,507.6000,36.4000
4/23/2014,32.3900,26.5200,504.0500,36.4300
4/22/2014,32.8800,26.5700,512.6700,36.3800
4/21/2014,32.8500,26.5100,506.5400,36.3500
4/18/2014,32.6350,26.5300,513.0750,36.1900
4/17/2014,32.4200,26.5500,519.6100,36.0300
4/16/2014,34.3400,26.5200,552.4000,35.9200
4/15/2014,33.7500,26.5100,540.5400,35.7600
4/14/2014,34.1700,26.6200,540.9800,35.7500
4/11/2014,34.2200,26.6700,534.8700,35.3400
4/10/2014,34.5000,26.6000,534.0100,35.9200
4/9/2014,34.9400,26.8000,556.4000,36.1800
4/8/2014,34.8800,26.6200,550.7300,35.8400
4/7/2014,34.6600,26.5200,535.5900,35.8600
4/4/2014,34.1400,26.8700,555.1600,35.6500
4/3/2014,35.3900,27.3600,570.8900,35.8600
4/2/2014,35.7900,27.3100,576.2100,35.7400
4/1/2014,36.1700,27.3400,578.9700,36.1100
3/31/2014,35.5800,27.5700,568.0500,36.1300
3/28/2014,35.1500,27.1200,567.1700,35.9800
3/27/2014,35.1300,26.9300,559.1800,35.4700
3/26/2014,35.1600,26.9600,563.8800,35.8600
3/25/2014,35.4600,27.1500,570.6800,35.8500
3/24/2014,34.8300,27.2100,588.5400,35.8500
3/21/2014,34.6100,27.5700,611.1200,36.0600
3/20/2014,34.7200,27.7700,611.5800,36.2500
3/19/2014,34.7100,27.7800,596.5000,36.1500
3/18/2014,35.1400,28.1000,592.5400,36.4900
3/17/2014,34.6700,27.7900,576.2600,36.1700
3/14/2014,34.0800,27.8200,575.9600,35.9400
3/13/2014,33.5000,27.7000,579.5000,35.8300
3/12/2014,33.4200,27.6800,588.7000,36.2000
3/11/2014,33.0400,27.7700,584.2700,36.1500
3/10/2014,32.6500,27.8400,587.9600,36.1900
3/7/2014,32.7400,27.3300,593.4100,36.2100
3/6/2014,31.9800,27.2100,593.2700,36.2900
3/5/2014,32.8100,27.0100,581.2500,36.2000
3/4/2014,33.5800,26.9100,584.8300,36.4000
3/3/2014,31.6500,26.3700,554.6000,36.0000
2/28/2014,31.1400,26.4600,565.2100,36.0200
2/27/2014,31.1300,26.2200,561.1400,35.9500
2/26/2014,31.1100,25.6700,555.1200,36.0100
2/25/2014,30.8000,25.5300,554.6200,36.1000
2/24/2014,30.9000,25.6000,554.3800,35.9700
2/21/2014,30.7100,25.4800,549.4900,36.0400
2/20/2014,30.2300,25.9300,550.2800,35.8500
2/19/2014,29.2100,25.5200,552.1800,35.8200
2/18/2014,29.2500,25.3900,552.8600,35.9200
2/17/2014,29.4300,26.0700,553.4850,35.8150
2/14/2014,29.6100,26.7500,554.1100,35.7100
2/13/2014,28.9600,26.9600,557.6500,35.6200
2/12/2014,28.8700,26.6800,545.7400,35.3500
2/11/2014,28.8900,26.6300,544.8600,35.6800
2/10/2014,28.8300,26.4400,548.0900,35.3900
2/7/2014,28.6900,26.2600,549.2900,35.5100
2/6/2014,28.8400,26.2600,544.4700,35.2800
2/5/2014,28.7900,25.7400,542.4300,34.7600
2/4/2014,29.6200,25.6200,540.5900,34.5900
2/3/2014,30.0700,25.7600,543.2000,34.5100
1/31/2014,30.3800,26.4600,551.9600,35.0800
1/30/2014,30.2500,26.6900,493.9600,35.1500
1/29/2014,29.5800,26.6600,484.5000,35.0500
1/28/2014,30.5800,27.0600,491.8700,35.7300
1/27/2014,30.5000,26.9400,489.3100,35.5600
1/24/2014,29.9900,26.9800,492.4800,35.4800
1/23/2014,31.4200,27.3100,503.4500,36.1100
1/22/2014,31.8200,27.3600,515.9500,36.4100
1/21/2014,31.7000,27.3600,525.5700,36.5600
1/20/2014,31.6550,27.2950,526.5900,36.5350
1/17/2014,31.6100,27.2300,527.6100,36.5100
1/16/2014,31.9200,27.5300,529.5100,36.8900
1/15/2014,31.5900,27.2800,532.2500,36.7600
1/14/2014,31.7200,27.1700,530.2800,36.6500
1/13/2014,31.6900,27.0900,529.8000,36.2800
1/10/2014,32.3900,27.2900,538.5700,36.3600
1/9/2014,32.4900,27.2500,541.0300,35.9300
1/8/2014,31.1100,27.1700,535.8500,35.9900
1/7/2014,31.8900,27.7600,533.0600,36.4800
1/6/2014,29.6800,27.6400,527.3200,36.0000
1/3/2014,29.7800,28.1300,531.3100,36.0500
1/2/2014,29.7300,28.2000,523.4300,35.9200
1/1/2014,29.9950,28.2500,528.1050,36.0100
12/31/2013,30.2600,28.3000,532.7800,36.1000
12/30/2013,29.6600,28.1700,532.0400,36.6600
12/27/2013,29.8300,28.3600,530.7500,36.8200
12/26/2013,30.2500,28.4300,535.4300,36.5300
12/25/2013,30.3000,28.4350,534.2700,36.5000
12/24/2013,30.3500,28.4400,533.1100,36.4700
12/23/2013,30.2900,28.3800,531.0300,36.4900
12/20/2013,29.7600,28.3000,533.1400,36.4500
12/19/2013,29.8900,28.0700,514.5800,36.2600
12/18/2013,30.4400,28.0800,516.8900,36.2700
12/17/2013,30.0500,27.7500,512.6400,36.0300
12/16/2013,29.5500,27.7500,515.3800,36.2000
12/13/2013,29.1100,27.2800,512.8500,36.2800
12/12/2013,29.5300,27.1700,515.0200,36.2300
12/11/2013,29.4300,27.4200,517.5700,36.9600
12/10/2013,30.1600,27.6700,521.5300,36.9600
12/9/2013,30.0100,28.1100,527.3200,37.6200
12/6/2013,30.9400,28.2600,525.8100,34.3100
12/5/2013,30.6100,27.8000,521.0100,33.5700
12/4/2013,30.3700,27.5400,518.1100,33.6300
12/3/2013,30.8900,27.2200,522.6400,33.6900
12/2/2013,30.7600,27.6200,524.5000,33.6400
11/29/2013,30.8300,28.0100,523.8600,33.6300
11/28/2013,30.7400,27.9900,524.4300,33.7200
11/27/2013,30.6500,27.9700,525.0000,33.8100
11/26/2013,30.2000,27.8000,525.0000,34.1600
11/25/2013,30.3500,27.4900,532.3100,33.7800
11/22/2013,30.2600,27.4600,537.4800,33.9300
11/21/2013,29.6600,27.2800,539.2200,33.5100
11/20/2013,28.7900,26.8600,531.6600,33.3300
11/19/2013,28.9400,26.9200,538.1600,33.6000
11/18/2013,28.7500,26.8700,537.5100,33.6300
11/15/2013,28.6100,26.9800,546.9700,33.7000
11/14/2013,28.9600,26.9600,543.9200,33.5700
11/13/2013,28.9400,26.8600,537.5800,33.4000
11/12/2013,28.8900,26.7700,535.4200,33.1500
11/11/2013,28.6800,26.5600,536.4400,33.0900
11/8/2013,28.8400,26.7900,535.2000,33.1300
11/7/2013,28.3000,26.6700,525.0200,33.1400
11/6/2013,28.9200,27.0000,539.6300,33.6600
11/5/2013,29.2300,26.7500,543.0500,33.3100
11/4/2013,29.2400,26.5100,535.1800,33.9600
11/1/2013,29.1900,26.6200,527.6000,32.5600
10/31/2013,29.6900,26.5900,526.9700,32.3400
10/30/2013,30.0600,27.7300,524.3500,32.4900
10/29/2013,30.6300,27.4400,527.9300,32.8400
10/28/2013,31.5000,30.1900,527.8500,33.2300
10/25/2013,30.7600,30.1200,527.5000,32.9900
10/24/2013,30.5600,30.0900,522.9700,32.8300
10/23/2013,30.1600,30.0900,520.7900,32.5500
10/22/2013,29.8700,30.1100,520.0000,32.6300
10/21/2013,29.9600,29.8400,509.2500,32.1900
10/18/2013,30.0000,29.7600,509.7400,32.0700
10/17/2013,29.4000,29.7700,439.0700,32.1000
10/16/2013,29.5200,29.7900,438.0700,32.0900
10/15/2013,29.2600,29.7700,433.6100,31.8600
10/14/2013,29.1900,29.9100,442.0200,32.1100
10/11/2013,29.1100,29.8800,443.6100,32.2200
10/10/2013,29.0500,29.7200,435.8700,32.2900
10/9/2013,29.0000,29.2000,428.6700,31.6500
10/8/2013,29.0300,28.9600,427.7200,31.1600
10/7/2013,29.1400,29.2600,433.4000,31.6300
10/4/2013,29.4300,29.1300,434.1200,31.7200
10/3/2013,29.6600,29.1500,426.5000,31.5600
10/2/2013,29.6500,29.7400,427.1400,31.6700
10/1/2013,30.3100,29.7600,425.6700,31.8900
9/30/2013,30.2400,29.6800,428.8040,31.8300
9/27/2013,30.7300,30.1400,419.0000,32.0300
9/26/2013,31.0400,30.2000,420.3400,32.1200
9/25/2013,31.0100,30.2200,415.5900,32.0100
9/24/2013,31.1700,30.5300,418.7600,32.4000
9/23/2013,31.1400,30.5200,415.2400,32.3100
9/20/2013,30.0700,30.5400,415.0800,32.5700
9/19/2013,30.0200,30.5400,421.7000,32.8300
9/18/2013,29.9900,30.4500,426.2300,33.3900
9/17/2013,30.0100,30.7400,425.4100,33.1700
9/16/2013,29.1000,30.4000,423.4600,33.0100
9/13/2013,29.1700,30.1800,425.3400,32.8800
9/12/2013,29.6000,30.0700,421.6400,32.6400
9/11/2013,29.3000,30.1000,423.4800,32.5100
9/10/2013,28.6900,29.9800,418.6400,32.2300
9/9/2013,27.6300,29.8400,411.7000,32.2200
9/6/2013,27.1500,29.4100,408.5200,32.0400
9/5/2013,26.7400,29.5200,408.7200,32.1000
9/4/2013,25.1400,29.5500,409.7100,32.1400
9/3/2013,25.2400,29.7500,404.9000,32.1800
9/2/2013,25.0000,29.3050,406.5350,32.1000
8/30/2013,24.7600,28.8600,408.1700,32.0200
8/29/2013,25.3700,29.1500,406.7800,31.9500
8/28/2013,25.2600,28.7200,403.0500,31.4700
8/27/2013,25.5200,28.6500,400.0800,31.7400
8/26/2013,26.1400,28.7800,402.0900,31.8900
8/23/2013,26.1100,28.9600,402.7900,32.2500
8/22/2013,25.9700,28.7900,407.0500,32.2800
8/21/2013,25.4700,28.5200,403.0000,31.9800
8/20/2013,25.9400,29.0600,407.5500,32.4300
8/19/2013,25.7600,28.9400,403.6000,32.5000
8/16/2013,26.0800,29.0700,401.9400,32.4500
8/15/2013,26.6700,29.1700,401.4800,32.4800
8/14/2013,27.2300,29.5500,404.6400,33.0300
8/13/2013,27.2600,29.6800,406.3400,33.1100
8/12/2013,27.0900,29.6600,402.9700,32.9900
8/9/2013,27.1100,29.5000,405.7400,35.0100
8/8/2013,27.2000,29.4600,407.9000,34.8600
8/7/2013,27.1500,29.3300,404.4900,34.8500
8/6/2013,27.5700,29.6700,405.8900,35.0600
8/5/2013,27.1100,29.4700,412.3000,35.0100
8/2/2013,27.0300,29.1800,412.0900,34.9800
8/1/2013,27.3200,28.9500,413.8100,34.7900
7/31/2013,27.1600,28.0900,412.2700,34.5100
7/30/2013,26.9400,27.6600,407.3800,34.7000
7/29/2013,27.7500,28.0700,404.4400,34.9800
7/26/2013,27.6000,28.3500,405.8700,34.7700
7/25/2013,27.8800,28.3200,404.2500,34.5400
7/24/2013,27.6700,28.1500,400.1200,34.4300
7/23/2013,27.8500,28.2900,397.4100,35.5100
7/22/2013,27.8400,28.2800,401.8000,35.7400
7/19/2013,27.7500,28.2000,408.9700,36.0300
7/18/2013,27.7400,28.0600,376.7500,35.8600
7/17/2013,27.6500,27.8700,375.7700,35.4500
7/16/2013,27.7500,27.8700,379.1300,35.5700
7/15/2013,27.3700,28.1500,384.1900,35.6800
7/12/2013,26.9800,28.2100,386.2700,35.6000
7/11/2013,26.7400,28.2600,383.1300,35.4500
7/10/2013,26.5000,28.2500,382.0300,34.9500
7/9/2013,26.3000,28.3500,386.3300,35.0200
7/8/2013,26.2700,28.3700,386.0300,34.6800
7/5/2013,26.3300,28.2500,386.3300,33.9400
7/4/2013,26.3050,28.2150,385.4000,33.8450
7/3/2013,26.2800,28.1800,384.4700,33.7500
7/2/2013,26.2700,28.1500,371.5300,34.0300
7/1/2013,26.8100,28.0800,363.7400,34.3200
6/28/2013,27.1900,27.8800,364.3500,34.1600
6/27/2013,26.5200,27.8600,364.1500,34.2900
6/26/2013,26.2900,27.1400,363.6700,34.1000
6/25/2013,26.4000,26.8000,358.9600,33.8800
6/24/2013,26.4500,27.3500,358.1600,33.6600
6/21/2013,26.4600,26.7800,361.6400,33.6800
6/20/2013,26.3200,27.0800,360.8600,33.4000
6/19/2013,26.6000,27.5200,366.8700,34.1500
6/18/2013,26.6600,28.0800,372.6600,34.7400
6/17/2013,27.2900,27.8000,367.6800,34.6900
6/14/2013,27.9900,27.6000,368.1200,34.4700
6/13/2013,28.2300,27.8100,371.4300,34.5500
6/12/2013,28.3200,27.2500,364.1900,34.1600
6/11/2013,28.4100,26.9500,364.7500,34.1300
6/10/2013,28.8000,27.1900,364.5700,34.0800
6/7/2013,28.7300,26.7300,365.8000,33.7600
6/6/2013,28.5100,26.6600,359.0300,33.3900
6/5/2013,29.1400,26.5100,353.0300,33.3500
6/4/2013,30.0900,26.9200,358.4200,34.1800
6/3/2013,30.4100,27.0600,358.8400,33.8900
5/31/2013,29.7100,26.7700,361.0000,33.8000
5/30/2013,30.6800,26.9000,369.8500,34.1000
5/29/2013,30.9300,27.3400,369.7900,34.1000
5/28/2013,32.4300,27.7600,370.6100,34.9800
5/27/2013,31.8150,27.7400,369.4400,34.9000
5/24/2013,31.2000,27.7200,368.2700,34.8200
5/23/2013,31.0700,27.5700,368.4500,34.5600
5/22/2013,30.7000,27.0000,371.0500,35.0700
5/21/2013,30.7900,27.1700,377.4300,35.0800
5/20/2013,30.5600,27.1700,376.8700,34.8500
5/17/2013,30.4600,27.2400,375.1600,35.1400
5/16/2013,30.1100,26.8400,372.0800,34.8900
5/15/2013,30.1200,26.5700,374.9700,35.1300
5/14/2013,30.1500,26.3500,375.6500,34.7500
5/13/2013,28.8700,26.0300,367.5100,34.2600
5/10/2013,28.8100,26.1400,370.0100,34.2000
5/9/2013,29.1700,25.7500,367.4500,34.1600
5/8/2013,28.8200,25.6700,366.3300,34.4400
5/7/2013,30.0600,25.4500,361.0900,34.4000
5/6/2013,29.4400,25.3600,373.9800,34.3300
5/3/2013,29.0900,25.4500,367.3500,34.6600
5/2/2013,27.7600,25.0900,365.2000,35.0200
5/1/2013,27.4500,24.9100,362.1800,34.5700
4/30/2013,28.3600,25.4100,363.1900,34.8600
4/29/2013,28.4000,27.5900,363.5900,35.0100
4/26/2013,28.1300,27.4500,361.7300,34.8000
4/25/2013,28.1500,27.4600,362.8500,34.8600
4/24/2013,28.2000,27.0600,362.7900,34.7200
4/23/2013,28.5000,27.4900,361.2700,35.0100
4/22/2013,27.8600,26.9800,362.8300,34.7300
4/19/2013,28.0200,26.9100,366.2500,34.7100
4/18/2013,28.0000,26.3800,328.3600,34.2200
4/17/2013,28.3800,26.3100,339.9400,34.2300
4/16/2013,28.4300,26.6500,342.1700,34.4600
4/15/2013,28.3500,26.3800,337.1700,33.8000
4/12/2013,28.8700,26.9900,341.9100,34.6200
4/11/2013,29.1400,26.9900,331.3300,34.6300
4/10/2013,29.0200,27.0100,343.5500,34.7500
4/9/2013,28.5500,27.0100,332.6700,34.3300
4/8/2013,28.6800,26.9900,337.5000,34.1600
4/5/2013,28.4800,26.9100,328.0000,34.3800
4/4/2013,28.8500,26.8700,323.1600,34.3700
4/3/2013,28.8600,26.5500,323.7900,34.5000
4/2/2013,29.6000,26.6800,323.0900,35.0600
4/1/2013,29.7500,26.8600,321.0600,35.2400
3/29/2013,29.2650,26.9200,323.4650,35.2050
3/28/2013,28.7800,26.9800,325.8700,35.1700
3/27/2013,28.7700,27.2900,320.5900,35.0100
3/26/2013,29.0200,27.0500,318.5000,35.0000
3/25/2013,28.5500,26.9400,316.7700,35.0200
3/22/2013,28.3700,27.0600,318.2300,34.9000
3/21/2013,28.6600,27.3700,319.4200,34.4400
3/20/2013,28.8900,27.6800,322.4200,34.5300
3/19/2013,28.5500,27.7400,317.2300,34.4200
3/18/2013,28.5600,27.4900,320.1500,33.7800
3/15/2013,29.0500,27.4500,321.3500,33.8600
3/14/2013,28.6300,27.5000,322.6600,33.7800
3/13/2013,28.5100,27.3700,322.3800,33.7600
3/12/2013,28.2100,27.1100,318.4500,33.6000
3/11/2013,28.2400,27.2500,322.4200,33.5900
3/8/2013,28.3500,27.3100,321.8400,33.2700
3/7/2013,28.0500,27.1100,327.5000,32.6700
3/6/2013,28.0500,26.8900,329.0000,32.8300
3/5/2013,28.3200,26.5000,329.2400,32.8400
3/4/2013,27.6300,26.2900,321.7600,32.7800
3/1/2013,28.2000,26.3700,319.7400,32.4800
2/28/2013,28.1500,26.0900,316.7900,32.1600
2/27/2013,27.9900,26.1700,316.2100,32.1400
